City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
366,Camacha,33.08,-16.33,69.8,83,20,3.36,PT,few clouds
367,Katsuura,35.13,140.3,91.99,66,75,20.8,JP,broken clouds
368,Butaritari,3.07,172.79,83.32,75,99,14.99,KI,overcast clouds
369,Kudahuvadhoo,2.67,72.89,82.85,74,100,9.71,MV,overcast clouds
370,Buraydah,26.33,43.98,73.4,35,0,2.24,SA,clear sky
371,Tasiilaq,65.61,-37.64,35.6,100,81,1.12,GL,mist
372,Kutum,14.2,24.67,70.45,72,88,7.31,SD,overcast clouds
373,Georgetown,5.41,100.34,87.8,70,20,4.7,MY,few clouds
374,Machilipatnam,16.17,81.13,91.4,66,40,4.7,IN,scattered clouds
375,Cayenne,4.93,-52.33,78.8,94,75,2.24,GF,broken clouds
376,Borovskoy,53.8,64.15,55.13,76,0,12.1,KZ,clear sky
377,Vaini,-21.2,-175.2,75.2,64,75,12.75,TO,broken clouds
378,Qarqin,37.42,66.04,69.8,22,0,6.76,AF,clear sky
379,Luderitz,-26.65,15.16,56.5,74,0,15.82,NA,clear sky
380,Tasiilaq,65.61,-37.64,35.6,100,81,1.12,GL,mist
381,Sitka,57.05,-135.33,57.2,82,90,4.7,US,overcast clouds
382,Kazachinskoye,57.7,93.28,55.04,63,90,7.16,RU,overcast clouds
383,Barrow,71.29,-156.79,37.4,93,75,5.82,US,fog
384,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
385,Vestmannaeyjar,63.44,-20.27,50.67,83,99,25.84,IS,light rain
386,Katsuura,35.13,140.3,91.99,66,75,20.8,JP,broken clouds
387,Geraldton,-28.77,114.6,66.2,52,75,11.41,AU,broken clouds
388,Kapaa,22.08,-159.32,82.4,74,40,13.87,US,scattered clouds
389,Ankazobe,-18.32,47.12,53.6,76,20,5.82,MG,few clouds
390,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
391,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
392,Sistranda,63.73,8.83,48.2,93,75,5.82,NO,broken clouds
393,Bredasdorp,-34.53,20.04,44.6,93,0,2.24,ZA,clear sky
394,Beboto,8.27,16.94,64.51,97,100,1.48,TD,overcast clouds
395,Eureka,40.8,-124.16,61.0,82,1,3.51,US,haze
396,Bulungu,-4.55,18.6,72.68,86,32,2.24,CD,scattered clouds
397,Isangel,-19.55,169.27,75.24,75,100,15.57,VU,overcast clouds
398,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
399,Sangar,63.92,127.47,55.15,61,24,8.23,RU,few clouds
400,Georgetown,5.41,100.34,87.8,70,20,4.7,MY,few clouds
401,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
402,Pisco,-13.7,-76.22,60.8,82,94,3.36,PE,overcast clouds
403,Hermanus,-34.42,19.23,52.23,84,4,7.61,ZA,clear sky
404,Tasiilaq,65.61,-37.64,35.6,100,81,1.12,GL,mist
405,Marienburg,54.04,19.03,48.99,100,24,7.99,PL,few clouds
406,Constitucion,-35.33,-72.42,49.8,86,0,7.56,CL,clear sky
407,Zhanaozen,43.3,52.8,67.75,26,14,24.38,KZ,few clouds
408,Airai,-8.93,125.41,74.61,52,47,7.05,TL,scattered clouds
409,Yellowknife,62.46,-114.35,44.01,80,40,5.82,CA,scattered clouds
410,Carnarvon,-24.87,113.63,66.2,100,90,18.34,AU,overcast clouds
411,Acapulco,16.86,-99.89,80.51,79,95,3.47,MX,overcast clouds
412,Chokurdakh,70.63,147.92,53.82,42,2,9.31,RU,clear sky
413,Pangkalanbuun,-2.68,111.62,84.88,66,100,4.43,ID,overcast clouds
414,Pevek,69.7,170.31,45.68,69,27,14.58,RU,scattered clouds
415,Dikson,73.51,80.55,42.67,77,92,23.15,RU,overcast clouds
416,Khatanga,71.97,102.5,52.9,55,0,4.72,RU,clear sky
417,Hirara,24.8,125.28,86.0,62,75,4.7,JP,broken clouds
418,Dikson,73.51,80.55,42.67,77,92,23.15,RU,overcast clouds
419,Hofn,64.25,-15.21,51.66,82,3,10.16,IS,clear sky
420,Koungou,-12.73,45.2,75.2,78,40,16.11,YT,scattered clouds
421,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
422,Lulea,65.58,22.15,50.0,93,61,6.93,SE,broken clouds
423,Yellowknife,62.46,-114.35,44.01,80,40,5.82,CA,scattered clouds
424,Coquimbo,-29.95,-71.34,53.6,81,6,5.82,CL,clear sky
425,Tasiilaq,65.61,-37.64,35.6,100,81,1.12,GL,mist
426,Raga,8.46,25.68,67.44,96,100,5.57,SS,light rain
427,Hermanus,-34.42,19.23,52.23,84,4,7.61,ZA,clear sky
428,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
429,Severo-Kurilsk,50.68,156.12,58.26,85,89,6.69,RU,overcast clouds
430,Saskylakh,71.92,114.08,52.05,55,33,9.78,RU,scattered clouds
431,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
432,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
433,Mataura,-46.19,168.86,56.73,54,26,3.38,NZ,scattered clouds
434,Bluff,-46.6,168.33,52.68,76,17,12.44,NZ,few clouds
435,Iskateley,67.68,53.15,57.34,89,87,9.89,RU,overcast clouds
436,Emerald,-23.53,148.17,82.4,39,90,13.87,AU,overcast clouds
437,Kodiak,57.79,-152.41,59.0,87,90,4.7,US,overcast clouds
438,Avarua,-21.21,-159.78,68.0,82,39,8.05,CK,light rain
439,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
440,Kudahuvadhoo,2.67,72.89,82.85,74,100,9.71,MV,overcast clouds
441,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
442,Lichuan,30.3,108.85,80.15,51,0,1.3,CN,clear sky
443,Ginda,30.69,78.49,82.4,78,20,3.47,IN,mist
444,Hofn,64.25,-15.21,51.66,82,3,10.16,IS,clear sky
445,Srednekolymsk,67.45,153.68,51.55,75,100,5.68,RU,overcast clouds
446,Northam,51.03,-4.22,53.01,96,98,4.0,GB,overcast clouds
447,Morondava,-20.28,44.28,68.0,76,17,5.66,MG,few clouds
448,Longyearbyen,78.22,15.64,39.2,86,75,8.05,SJ,broken clouds
449,Mataura,-46.19,168.86,56.73,54,26,3.38,NZ,scattered clouds
450,Ibiracu,-19.83,-40.37,75.0,83,12,9.17,BR,few clouds
451,Buraydah,26.33,43.98,73.4,35,0,2.24,SA,clear sky
452,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
453,Barrow,71.29,-156.79,37.4,93,75,5.82,US,fog
454,Wladyslawowo,54.79,18.4,50.0,100,100,8.05,PL,overcast clouds
455,Shieli,44.17,66.75,64.67,28,0,11.54,KZ,clear sky
456,Asosa,10.07,34.53,60.84,100,38,2.73,ET,scattered clouds
457,Kyra,49.58,111.98,67.42,55,1,0.89,RU,clear sky
458,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
459,Jamestown,42.1,-79.24,64.99,72,40,9.17,US,scattered clouds
460,Pevek,69.7,170.31,45.68,69,27,14.58,RU,scattered clouds
461,Shirvan,39.95,48.9,79.52,50,4,2.37,AZ,clear sky
462,Severo-Kurilsk,50.68,156.12,58.26,85,89,6.69,RU,overcast clouds
463,Castro,-24.79,-50.01,57.52,85,0,4.09,BR,clear sky
464,Amahai,-3.33,128.92,76.86,90,100,5.93,ID,light rain
465,Upernavik,72.79,-56.15,34.32,87,99,8.46,GL,overcast clouds
466,Carnarvon,-24.87,113.63,66.2,100,90,18.34,AU,overcast clouds
467,Laguna,38.42,-121.42,95.0,31,1,3.36,US,haze
468,Bluff,-46.6,168.33,52.68,76,17,12.44,NZ,few clouds
469,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
470,Torbay,47.67,-52.73,57.0,76,75,12.75,CA,broken clouds
471,Namibe,-15.2,12.15,67.62,88,72,0.96,AO,broken clouds
472,Zhangjiakou,40.81,114.88,76.37,46,0,13.09,CN,clear sky
473,Mataura,-46.19,168.86,56.73,54,26,3.38,NZ,scattered clouds
474,Dunedin,-45.87,170.5,54.0,56,59,11.99,NZ,broken clouds
475,Kapaa,22.08,-159.32,82.4,74,40,13.87,US,scattered clouds
476,Saint-Francois,46.42,3.91,44.01,100,15,2.24,FR,few clouds
477,Atuona,-9.8,-139.03,78.66,77,19,18.61,PF,light rain
478,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
479,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
480,Rocha,-34.48,-54.33,43.14,91,0,2.86,UY,clear sky
481,Thompson,55.74,-97.86,41.0,60,75,8.05,CA,broken clouds
482,Hilo,19.73,-155.09,82.4,61,90,8.05,US,overcast clouds
483,Carnarvon,-24.87,113.63,66.2,100,90,18.34,AU,overcast clouds
484,Chor,25.52,69.77,85.98,67,0,13.78,PK,clear sky
485,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
486,Hobart,-42.88,147.33,72.0,42,100,16.11,AU,overcast clouds
487,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
488,Bredasdorp,-34.53,20.04,44.6,93,0,2.24,ZA,clear sky
489,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
490,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
491,Onega,63.91,38.14,53.33,94,32,5.57,RU,scattered clouds
492,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
493,Marzuq,14.4,46.47,79.68,39,49,3.98,YE,scattered clouds
494,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
495,Ambunti,-4.24,142.84,92.23,51,12,4.9,PG,few clouds
496,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
497,Tura,25.52,90.22,79.2,90,97,5.75,IN,light rain
498,Rudnogorsk,57.26,103.75,58.08,49,73,7.45,RU,broken clouds
499,Coihaique,-45.58,-72.07,35.6,93,20,4.7,CL,few clouds
500,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
501,Vaini,-21.2,-175.2,75.2,64,75,12.75,TO,broken clouds
502,Nichinan,31.6,131.37,87.8,55,75,18.34,JP,broken clouds
503,Grindavik,63.84,-22.43,46.4,100,90,24.16,IS,light intensity drizzle rain
504,Bhimunipatnam,17.88,83.43,86.0,79,40,5.82,IN,scattered clouds
505,Harper,4.38,-7.72,76.08,87,91,8.23,LR,light rain
506,Chuy,-33.7,-53.46,49.06,87,0,7.29,UY,clear sky
507,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
508,Hermanus,-34.42,19.23,52.23,84,4,7.61,ZA,clear sky
509,Sinop,41.77,34.87,61.48,83,5,3.0,TR,clear sky
510,Atuona,-9.8,-139.03,78.66,77,19,18.61,PF,light rain
511,Palu,-0.89,119.87,83.91,76,100,3.13,ID,moderate rain
512,Butaritari,3.07,172.79,83.32,75,99,14.99,KI,overcast clouds
513,Casino,-28.87,153.05,71.6,49,94,10.29,AU,overcast clouds
514,Inhambane,-23.86,35.38,67.8,71,89,8.5,MZ,overcast clouds
515,Lugovoy,42.95,72.76,59.94,32,0,3.58,KZ,clear sky
516,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
517,Atuona,-9.8,-139.03,78.66,77,19,18.61,PF,light rain
518,Kapaa,22.08,-159.32,82.4,74,40,13.87,US,scattered clouds
519,Dikson,73.51,80.55,42.67,77,92,23.15,RU,overcast clouds
520,Khatanga,71.97,102.5,52.9,55,0,4.72,RU,clear sky
521,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
522,Naspur,18.83,79.45,85.55,74,32,5.84,IN,scattered clouds
523,Hasaki,35.73,140.83,93.0,63,75,17.22,JP,broken clouds
524,Mackay,-21.15,149.2,78.01,61,0,20.8,AU,clear sky
525,Tayshet,55.93,98.0,56.37,61,100,8.01,RU,overcast clouds
526,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
527,Manacapuru,-3.3,-60.62,77.0,83,67,2.24,BR,broken clouds
528,Bilma,18.69,12.92,86.4,45,11,10.13,NE,few clouds
529,Erzin,36.96,36.2,78.01,86,0,1.41,TR,clear sky
530,Brigantine,39.41,-74.36,72.0,82,1,11.23,US,clear sky
531,Egvekinot,66.32,-179.17,46.09,55,95,3.24,RU,overcast clouds
532,Aklavik,68.22,-135.01,50.0,61,20,5.82,CA,few clouds
533,Barrow,71.29,-156.79,37.4,93,75,5.82,US,fog
534,Emerald,-23.53,148.17,82.4,39,90,13.87,AU,overcast clouds
535,Dikson,73.51,80.55,42.67,77,92,23.15,RU,overcast clouds
536,Faanui,-16.48,-151.75,77.61,79,0,10.04,PF,light rain
537,Shumskiy,54.83,99.13,57.16,60,99,4.9,RU,overcast clouds
538,Eregli,37.51,34.05,60.1,71,0,1.03,TR,clear sky
539,Torbay,47.67,-52.73,57.0,76,75,12.75,CA,broken clouds
540,Mataura,-46.19,168.86,56.73,54,26,3.38,NZ,scattered clouds
541,Marquette,46.53,-87.63,64.99,88,90,6.93,US,overcast clouds
542,Sydney,-33.87,151.21,73.0,40,0,20.8,AU,clear sky
543,Kjollefjord,70.95,27.35,48.2,93,90,10.29,NO,shower rain
544,Westport,41.14,-73.36,71.6,78,1,4.7,US,clear sky
545,Inirida,3.87,-67.92,75.04,88,86,1.48,CO,overcast clouds
546,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
547,Mataura,-46.19,168.86,56.73,54,26,3.38,NZ,scattered clouds
548,Avarua,-21.21,-159.78,68.0,82,39,8.05,CK,light rain
549,Salalah,17.02,54.09,78.8,94,40,6.93,OM,scattered clouds
550,Tuktoyaktuk,69.45,-133.04,44.6,70,5,10.29,CA,clear sky
551,Stokmarknes,68.56,14.91,50.0,87,75,1.12,NO,broken clouds
552,Atuona,-9.8,-139.03,78.66,77,19,18.61,PF,light rain
553,Havre-Saint-Pierre,50.23,-63.6,41.0,100,1,9.37,CA,mist
554,Douglas,41.3,-96.17,84.2,37,1,5.82,US,clear sky
555,Meulaboh,4.14,96.13,85.78,60,21,2.57,ID,few clouds
556,Georgetown,5.41,100.34,87.8,70,20,4.7,MY,few clouds
557,Kavieng,-2.57,150.8,85.41,70,2,12.12,PG,clear sky
558,Kamenka,51.32,42.77,52.0,59,64,7.05,RU,broken clouds
559,Berlevag,70.86,29.09,48.2,93,90,10.29,NO,overcast clouds
560,Khatanga,71.97,102.5,52.9,55,0,4.72,RU,clear sky
561,Kodiak,57.79,-152.41,59.0,87,90,4.7,US,overcast clouds
562,Bengkulu,-3.8,102.27,84.87,69,4,10.16,ID,clear sky
563,Socuellamos,39.29,-2.79,64.0,58,0,4.76,ES,clear sky
564,Kanbe,16.71,96.0,84.2,79,75,2.24,MM,broken clouds
565,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
566,Margate,51.38,1.39,61.0,79,40,5.97,GB,scattered clouds
567,Hermanus,-34.42,19.23,52.23,84,4,7.61,ZA,clear sky
568,Mataura,-46.19,168.86,56.73,54,26,3.38,NZ,scattered clouds
569,Namibe,-15.2,12.15,67.62,88,72,0.96,AO,broken clouds
570,Lagoa,39.05,-27.98,68.05,77,97,22.73,PT,overcast clouds
571,Barrow,71.29,-156.79,37.4,93,75,5.82,US,fog
572,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
573,Zhuzhou,27.83,113.15,75.2,88,91,2.24,CN,overcast clouds
574,Avarua,-21.21,-159.78,68.0,82,39,8.05,CK,light rain
575,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
576,Esperance,-33.87,121.9,60.8,63,75,25.28,AU,broken clouds
577,Saskylakh,71.92,114.08,52.05,55,33,9.78,RU,scattered clouds
578,Khatanga,71.97,102.5,52.9,55,0,4.72,RU,clear sky
579,Yellowknife,62.46,-114.35,44.01,80,40,5.82,CA,scattered clouds
580,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
581,Vostok,46.49,135.88,73.72,52,97,3.04,RU,overcast clouds
582,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
583,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
584,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
585,Avera,33.19,-82.53,69.8,60,1,4.7,US,clear sky
586,Thompson,55.74,-97.86,41.0,60,75,8.05,CA,broken clouds
587,Sitka,57.05,-135.33,57.2,82,90,4.7,US,overcast clouds
588,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
589,Lompoc,34.64,-120.46,73.99,64,1,3.36,US,clear sky
590,Ancud,-41.87,-73.82,41.0,93,8,5.01,CL,clear sky
591,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
592,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
593,Moerai,-22.43,-151.33,69.75,84,100,12.62,PF,light rain
594,Fortuna,40.6,-124.16,62.6,77,1,3.15,US,clear sky
595,Berdigestyakh,62.1,126.7,56.82,51,3,9.86,RU,clear sky
596,Caravelas,-17.71,-39.25,70.61,94,5,3.87,BR,light rain
597,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
598,Ilulissat,69.22,-51.1,35.6,74,74,9.17,GL,light intensity shower rain
599,Yellowknife,62.46,-114.35,44.01,80,40,5.82,CA,scattered clouds
600,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
601,Rehoboth,-23.32,17.08,58.15,36,0,3.76,NA,clear sky
602,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
603,Bluff,-46.6,168.33,52.68,76,17,12.44,NZ,few clouds
604,Yellowknife,62.46,-114.35,44.01,80,40,5.82,CA,scattered clouds
605,Lorengau,-2.02,147.27,83.86,80,36,12.03,PG,light rain
606,Torbay,47.67,-52.73,57.0,76,75,12.75,CA,broken clouds
607,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
608,Yurimaguas,-5.9,-76.08,76.89,72,37,1.36,PE,scattered clouds
609,Souillac,-20.52,57.52,70.0,93,100,5.99,MU,moderate rain
610,Kashi,39.45,75.98,71.6,33,0,6.71,CN,clear sky
611,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
612,Tuktoyaktuk,69.45,-133.04,44.6,70,5,10.29,CA,clear sky
613,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
614,Hofn,64.25,-15.21,51.66,82,3,10.16,IS,clear sky
615,Jamestown,42.1,-79.24,64.99,72,40,9.17,US,scattered clouds
616,Meulaboh,4.14,96.13,85.78,60,21,2.57,ID,few clouds
617,Jamestown,42.1,-79.24,64.99,72,40,9.17,US,scattered clouds
618,Okahandja,-21.98,16.92,59.0,41,0,6.93,NA,clear sky
619,Matay,28.42,30.78,74.14,81,0,13.38,EG,clear sky
620,Shingu,33.73,135.98,80.6,88,75,21.92,JP,broken clouds
621,Bathsheba,13.22,-59.52,82.4,74,40,16.11,BB,scattered clouds
622,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
623,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
624,Paamiut,61.99,-49.67,41.49,90,51,19.86,GL,broken clouds
625,Polunochnoye,60.87,60.42,57.63,77,94,1.52,RU,overcast clouds
626,Sisimiut,66.94,-53.67,37.96,77,17,6.89,GL,few clouds
627,Sistranda,63.73,8.83,48.2,93,75,5.82,NO,broken clouds
628,Leningradskiy,69.38,178.42,45.36,62,0,11.48,RU,clear sky
629,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
630,Atuona,-9.8,-139.03,78.66,77,19,18.61,PF,light rain
631,Yarmouth,41.71,-70.23,69.8,73,1,8.55,US,clear sky
632,Rangpur,25.75,89.25,87.49,72,80,6.11,BD,moderate rain
633,Hithadhoo,-0.6,73.08,81.86,76,100,9.86,MV,overcast clouds
634,Yellowknife,62.46,-114.35,44.01,80,40,5.82,CA,scattered clouds
635,Altay,47.87,88.12,55.0,64,100,4.52,CN,light rain
636,Bengkulu,-3.8,102.27,84.87,69,4,10.16,ID,clear sky
637,Senno,59.53,33.92,54.0,95,100,3.98,RU,overcast clouds
638,Hilo,19.73,-155.09,82.4,61,90,8.05,US,overcast clouds
639,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
640,Vilnius,54.69,25.28,51.01,100,98,3.36,LT,mist
641,Atuona,-9.8,-139.03,78.66,77,19,18.61,PF,light rain
642,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
643,Atuona,-9.8,-139.03,78.66,77,19,18.61,PF,light rain
644,Georgetown,5.41,100.34,87.8,70,20,4.7,MY,few clouds
645,Baran,25.1,76.52,86.54,69,14,5.95,IN,light rain
646,Hermanus,-34.42,19.23,52.23,84,4,7.61,ZA,clear sky
647,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
648,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
649,Amga,60.9,131.96,49.37,73,92,7.27,RU,overcast clouds
650,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
651,Kodiak,57.79,-152.41,59.0,87,90,4.7,US,overcast clouds
652,Hambantota,6.12,81.12,82.4,83,40,10.29,LK,scattered clouds
653,Mitu,1.2,-70.17,73.65,92,87,1.05,CO,overcast clouds
654,Esperance,-33.87,121.9,60.8,63,75,25.28,AU,broken clouds
655,Souillac,-20.52,57.52,70.0,93,100,5.99,MU,moderate rain
656,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
657,Nikolskoye,59.7,30.79,54.0,81,50,2.24,RU,scattered clouds
658,Albany,42.6,-73.97,60.01,71,7,3.11,US,clear sky
659,Tuktoyaktuk,69.45,-133.04,44.6,70,5,10.29,CA,clear sky
660,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
661,Saint-Ambroise,48.55,-71.33,46.99,93,5,4.7,CA,clear sky
662,Peniche,39.36,-9.38,62.01,92,0,1.01,PT,clear sky
663,Camacha,33.08,-16.33,69.8,83,20,3.36,PT,few clouds
664,Napier,-39.48,176.92,57.0,55,14,11.01,NZ,few clouds
665,Boguchany,58.38,97.45,59.56,51,86,8.12,RU,overcast clouds
666,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
667,Taltal,-25.4,-70.48,55.47,70,44,3.09,CL,scattered clouds
668,Butaritari,3.07,172.79,83.32,75,99,14.99,KI,overcast clouds
669,Vikhorevka,56.12,101.16,55.4,62,98,8.95,RU,overcast clouds
670,Mataura,-46.19,168.86,56.73,54,26,3.38,NZ,scattered clouds
671,Bailleul,50.74,2.74,50.0,88,50,4.83,FR,scattered clouds
672,Tiksi,71.69,128.87,46.24,78,90,4.74,RU,overcast clouds
673,Temiscaming,46.72,-79.1,61.0,71,75,13.87,CA,light rain
674,Aromashevo,56.86,68.64,47.89,89,100,12.53,RU,overcast clouds
675,Koumac,-20.57,164.28,74.68,69,100,11.52,NC,overcast clouds
676,Hede,33.77,120.25,82.27,68,0,10.18,CN,light rain
677,Upernavik,72.79,-56.15,34.32,87,99,8.46,GL,overcast clouds
678,Cherskiy,68.75,161.3,52.25,47,98,9.15,RU,overcast clouds
679,Saint-Pierre,-21.34,55.48,69.8,68,40,8.05,RE,scattered clouds
680,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
681,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
682,Patamundai,20.57,86.57,90.23,64,95,10.83,IN,overcast clouds
683,Atuona,-9.8,-139.03,78.66,77,19,18.61,PF,light rain
684,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
685,Butaritari,3.07,172.79,83.32,75,99,14.99,KI,overcast clouds
686,Buin,-33.73,-70.75,54.0,66,44,5.82,CL,scattered clouds
687,Madang,-5.22,145.8,85.6,66,0,9.71,PG,clear sky
688,Gao,16.64,1.64,80.1,69,2,6.85,ML,clear sky
689,Kenai,60.55,-151.26,51.8,81,90,12.75,US,moderate rain
690,Nabire,-3.37,135.48,83.61,79,70,2.01,ID,moderate rain
691,Lorengau,-2.02,147.27,83.86,80,36,12.03,PG,light rain
692,Atuona,-9.8,-139.03,78.66,77,19,18.61,PF,light rain
693,Sangar,63.92,127.47,55.15,61,24,8.23,RU,few clouds
694,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
695,Darnah,32.77,22.64,76.93,69,0,12.95,LY,clear sky
696,Waddan,29.16,16.14,70.65,65,0,8.14,LY,clear sky
697,Hobart,-42.88,147.33,72.0,42,100,16.11,AU,overcast clouds
698,Ruteng,-8.61,120.47,77.86,55,16,1.32,ID,few clouds
699,Celldomolk,47.26,17.15,59.0,93,75,4.7,HU,broken clouds
700,Pevek,69.7,170.31,45.68,69,27,14.58,RU,scattered clouds
701,Ushuaia,-54.8,-68.3,35.6,89,40,10.29,AR,scattered clouds
702,Bredasdorp,-34.53,20.04,44.6,93,0,2.24,ZA,clear sky
703,Berlevag,70.86,29.09,48.2,93,90,10.29,NO,overcast clouds
704,Chumikan,54.72,135.31,62.74,77,81,8.88,RU,broken clouds
705,Vostok,46.49,135.88,73.72,52,97,3.04,RU,overcast clouds
706,Jamestown,42.1,-79.24,64.99,72,40,9.17,US,scattered clouds
707,Qaqortoq,60.72,-46.03,44.6,87,100,3.36,GL,overcast clouds
708,Barrow,71.29,-156.79,37.4,93,75,5.82,US,fog
709,Beloha,-25.17,45.05,62.62,86,3,11.77,MG,clear sky
710,Coquimbo,-29.95,-71.34,53.6,81,6,5.82,CL,clear sky
711,Bredasdorp,-34.53,20.04,44.6,93,0,2.24,ZA,clear sky
712,Severo-Kurilsk,50.68,156.12,58.26,85,89,6.69,RU,overcast clouds
713,Tuktoyaktuk,69.45,-133.04,44.6,70,5,10.29,CA,clear sky
714,Atuona,-9.8,-139.03,78.66,77,19,18.61,PF,light rain
715,Poum,-20.23,164.02,73.45,77,100,11.48,NC,overcast clouds
716,Georgetown,5.41,100.34,87.8,70,20,4.7,MY,few clouds
717,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
718,Jackson,42.42,-122.83,91.4,21,1,2.62,US,haze
719,Solnechnyy,50.72,136.63,70.54,70,100,3.91,RU,light rain
720,Xinmin,41.99,122.83,73.4,73,100,11.18,CN,overcast clouds
721,Kapaa,22.08,-159.32,82.4,74,40,13.87,US,scattered clouds
722,Vaini,-21.2,-175.2,75.2,64,75,12.75,TO,broken clouds
723,Jamestown,42.1,-79.24,64.99,72,40,9.17,US,scattered clouds
724,Hamilton,39.18,-84.53,73.0,73,90,8.05,US,overcast clouds
725,Qaanaaq,77.48,-69.36,20.59,81,0,5.37,GL,clear sky
726,Bethel,41.37,-73.41,66.2,82,1,4.61,US,clear sky
727,Rikitea,-23.12,-134.97,72.95,85,0,9.13,PF,clear sky
728,Busselton,-33.65,115.33,60.01,62,13,8.99,AU,light rain
729,Faanui,-16.48,-151.75,77.61,79,0,10.04,PF,light rain
730,Tromso,69.65,18.96,50.0,93,90,6.93,NO,drizzle
731,Saskylakh,71.92,114.08,52.05,55,33,9.78,RU,scattered clouds
732,Qaanaaq,77.48,-69.36,20.59,81,0,5.37,GL,clear sky
733,Hithadhoo,-0.6,73.08,81.86,76,100,9.86,MV,overcast clouds
734,Jamestown,42.1,-79.24,64.99,72,40,9.17,US,scattered clouds
735,Faanui,-16.48,-151.75,77.61,79,0,10.04,PF,light rain
736,Labuhan,-6.88,112.21,88.48,53,71,5.84,ID,broken clouds
