City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
153,Toba,JP,2020-09-06 02:21:05,34.48,136.85,89.01,78,75,17.22
154,Anadyr,RU,2020-09-06 02:21:06,64.75,177.48,48.2,66,40,15.66
155,Ayorou,NE,2020-09-06 02:21:06,14.73,0.92,83.55,63,100,7.56
156,Yulara,AU,2020-09-06 02:20:08,-25.24,130.99,77.0,12,0,10.29
157,Sladkovo,RU,2020-09-06 02:21:06,55.53,70.34,42.67,87,96,9.75
158,Kinablangan,PH,2020-09-06 02:21:07,7.69,126.55,85.8,65,100,3.2
159,Maldonado,UY,2020-09-06 02:21:07,-34.67,-54.92,48.0,87,0,9.17
160,Kralendijk,BQ,2020-09-06 02:21:07,12.15,-68.27,84.2,83,50,13.87
161,Grand-Santi,GF,2020-09-06 02:21:07,4.25,-54.38,73.11,96,81,1.88
162,Whitehorse,CA,2020-09-06 02:21:08,60.72,-135.05,53.01,62,40,2.24
163,Provideniya,RU,2020-09-06 02:21:08,64.38,-173.3,46.0,63,97,4.94
164,Khatanga,RU,2020-09-06 02:21:08,71.97,102.5,42.57,65,7,4.32
165,Fiche,ET,2020-09-06 02:21:09,9.8,38.73,45.32,97,3,1.41
166,Taoudenni,ML,2020-09-06 02:21:09,22.68,-3.98,90.34,14,14,8.9
167,Sharjah,AE,2020-09-06 02:21:02,25.36,55.4,87.8,58,0,9.17
168,Geraldton,AU,2020-09-06 02:19:10,-28.77,114.6,69.8,68,40,14.99
169,Linjiang,CN,2020-09-06 02:21:10,41.81,126.91,74.59,52,100,0.92
170,Kyra,RU,2020-09-06 02:21:10,49.58,111.98,59.99,67,100,2.24
171,Okhotsk,RU,2020-09-06 02:21:10,59.38,143.3,54.99,76,100,3.85
172,Amarillo,US,2020-09-06 02:17:52,35.22,-101.83,80.6,44,1,13.87
173,Carroll,US,2020-09-06 02:21:10,39.55,-77.02,66.0,69,0,4.61
174,Cidreira,BR,2020-09-06 02:20:42,-30.18,-50.21,59.23,97,100,15.9
175,Lorengau,PG,2020-09-06 02:21:11,-2.02,147.27,83.53,75,99,5.99
176,Shizunai,JP,2020-09-06 02:21:11,42.33,142.37,73.6,80,10,10.92
177,Halifax,CA,2020-09-06 02:21:12,44.65,-63.57,57.0,88,15,5.46
178,Isabela,PH,2020-09-06 02:21:12,6.71,121.97,86.0,79,75,4.7
179,Kurakh,RU,2020-09-06 02:21:12,41.58,47.78,58.55,47,0,8.72
180,Qaqortoq,GL,2020-09-06 02:21:13,60.72,-46.03,46.4,87,99,4.7
181,Luganville,VU,2020-09-06 02:21:13,-15.53,167.17,82.4,65,40,5.82
182,Tasiilaq,GL,2020-09-06 02:19:38,65.61,-37.64,39.2,93,98,5.82
183,Jumla,NP,2020-09-06 02:21:13,29.27,82.18,65.66,59,0,0.58
184,Marawi,PH,2020-09-06 02:21:14,8.0,124.29,84.99,75,100,5.01
185,Kieta,PG,2020-09-06 02:21:14,-6.22,155.63,84.92,67,69,3.56
186,Samana,DO,2020-09-06 02:21:14,19.21,-69.34,79.16,89,100,6.67
187,Tecoanapa,MX,2020-09-06 02:21:15,16.52,-98.75,80.74,78,100,0.56
188,Karaidel,RU,2020-09-06 02:21:15,55.83,56.91,44.53,91,0,1.54
189,Poum,NC,2020-09-06 02:20:23,-20.23,164.02,73.04,73,1,15.5
190,Tianpeng,CN,2020-09-06 02:21:16,30.99,103.94,79.0,94,58,4.47
191,Baihar,IN,2020-09-06 02:21:16,22.1,80.55,76.3,89,24,0.98
192,Calituban,PH,2020-09-06 02:21:17,10.24,124.29,86.0,79,90,3.36
193,Bhadrachalam,IN,2020-09-06 02:21:17,17.67,80.88,80.69,86,21,2.68
194,Hobyo,SO,2020-09-06 02:21:17,5.35,48.53,76.78,78,86,22.21
195,Vila,PT,2020-09-06 02:21:17,42.03,-8.16,60.01,87,7,7.0
196,Morondava,MG,2020-09-06 02:21:18,-20.28,44.28,66.69,75,23,10.47
197,Pisco,PE,2020-09-06 02:21:18,-13.7,-76.22,61.0,77,24,13.87
198,Miramar,US,2020-09-06 02:21:18,25.99,-80.23,84.0,83,40,3.36
199,Codrington,AU,2020-09-06 02:21:18,-38.27,141.97,60.39,69,90,13.31
200,Helong,CN,2020-09-06 02:21:19,42.54,129.0,75.67,48,98,2.82
201,Estepona,ES,2020-09-06 02:21:19,36.43,-5.15,71.6,83,0,18.34
202,Esperance,AU,2020-09-06 02:19:40,-33.87,121.9,59.0,77,100,17.22
203,Edd,ER,2020-09-06 02:21:19,13.93,41.69,89.33,55,6,4.16
204,Ballina,AU,2020-09-06 02:21:20,-28.87,153.57,64.0,88,75,14.99
205,Leon,MX,2020-09-06 02:21:20,21.12,-101.67,68.0,68,75,10.47
206,Ancud,CL,2020-09-06 02:21:20,-41.87,-73.82,43.0,92,0,2.26
207,Yilan,TW,2020-09-06 02:21:21,24.76,121.75,86.0,58,20,10.29
208,Shingu,JP,2020-09-06 02:21:21,33.73,135.98,86.0,70,40,12.75
209,Otukpo,NG,2020-09-06 02:21:21,7.19,8.13,70.99,99,100,4.25
210,Christchurch,NZ,2020-09-06 02:21:22,-43.53,172.63,64.4,55,50,4.7
211,Mormugao,IN,2020-09-06 02:21:22,15.4,73.8,80.6,100,75,2.24
212,Takoradi,GH,2020-09-06 02:21:22,4.88,-1.76,75.06,85,96,9.86
213,Makarov,RU,2020-09-06 02:21:23,48.63,142.8,70.16,66,100,6.38
214,Waynesville,US,2020-09-06 02:21:23,35.49,-82.99,59.0,68,71,1.3
215,Lazarev,RU,2020-09-06 02:21:23,52.23,141.51,63.32,84,100,17.47
216,Naze,JP,2020-09-06 02:21:23,28.37,129.48,80.6,94,75,58.61
217,Bathsheba,BB,2020-09-06 02:21:23,13.22,-59.52,80.6,83,75,9.17
218,Kisangani,CD,2020-09-06 02:21:24,0.52,25.2,70.95,97,100,3.53
219,Floresta,BR,2020-09-06 02:21:24,-8.6,-38.57,69.6,74,0,17.09
220,Baoding,CN,2020-09-06 02:21:25,38.85,115.49,79.75,48,84,7.23
221,Camacha,PT,2020-09-06 02:20:14,33.08,-16.33,71.6,83,20,19.46
222,Nyurba,RU,2020-09-06 02:21:25,63.28,118.33,54.03,69,94,6.73
223,Kristiansund,NO,2020-09-06 02:21:25,63.11,7.73,51.8,76,8,6.93
224,Anqing,CN,2020-09-06 02:21:26,30.51,117.05,85.73,50,16,3.27
225,Licheng,CN,2020-09-06 02:21:26,23.3,113.83,95.0,74,20,6.71
226,Faya,SA,2020-09-06 02:21:26,18.39,42.45,66.2,34,0,2.46
227,Lota,CL,2020-09-06 02:21:26,-37.08,-73.17,50.0,87,1,4.7
228,Pimentel,PE,2020-09-06 02:21:26,-6.84,-79.93,60.01,87,9,11.12
229,Pryazha,RU,2020-09-06 02:21:27,61.69,33.62,57.2,93,98,6.71
230,Fairbanks,US,2020-09-06 02:18:36,64.84,-147.72,50.0,76,90,0.47
231,Ancona,IT,2020-09-06 02:21:27,43.55,13.17,72.0,93,0,3.36
232,Husavik,IS,2020-09-06 02:21:27,66.04,-17.34,41.0,75,69,6.93
233,Avera,US,2020-09-06 02:21:28,33.19,-82.53,77.0,78,1,4.7
234,Kotlas,RU,2020-09-06 02:21:28,61.26,46.66,51.26,96,29,6.64
235,Andreyevo,RU,2020-09-06 02:21:28,55.95,41.15,55.81,77,55,5.28
236,Barabinsk,RU,2020-09-06 02:21:29,55.36,78.36,44.89,90,97,7.72
237,Ishigaki,JP,2020-09-06 02:21:29,24.34,124.16,82.4,78,75,12.75
238,Necochea,AR,2020-09-06 02:21:29,-38.55,-58.74,39.99,83,83,1.99
239,Kavieng,PG,2020-09-06 02:21:30,-2.57,150.8,84.15,76,43,12.64
240,Sitka,US,2020-09-06 02:18:39,57.05,-135.33,59.0,67,90,1.57
241,Tanout,NE,2020-09-06 02:21:30,14.97,8.89,85.06,52,4,10.83
242,Luebo,CD,2020-09-06 02:21:31,-5.35,21.42,78.21,42,100,0.98
243,Jiangyou,CN,2020-09-06 02:21:32,31.77,104.72,78.96,62,18,1.12
244,Chachapoyas,PE,2020-09-06 02:21:33,-6.23,-77.87,52.47,88,12,3.85
245,Altamira,BR,2020-09-06 02:21:35,-3.2,-52.21,79.75,51,84,2.55
246,Sokoni,TZ,2020-09-06 02:21:35,-6.43,39.55,68.0,94,20,5.82
247,Lichuan,CN,2020-09-06 02:21:35,30.3,108.85,59.67,95,100,4.63
248,Saskylakh,RU,2020-09-06 02:21:36,71.92,114.08,42.85,87,100,9.71
249,Lons-Le-Saunier,FR,2020-09-06 02:21:36,46.75,5.75,57.2,82,0,6.93
250,Saint-Pierre,RE,2020-09-06 02:21:36,-21.34,55.48,63.0,88,24,6.93
251,Ajaccio,FR,2020-09-06 02:21:37,42.0,8.92,62.6,77,0,6.93
252,Burnie,AU,2020-09-06 02:21:37,-41.07,145.92,57.99,76,100,8.99
253,Ingham,US,2020-09-06 02:21:37,42.6,-84.38,60.01,87,1,5.12
254,Upington,ZA,2020-09-06 02:21:37,-28.45,21.26,55.4,58,40,10.29
255,Zhigansk,RU,2020-09-06 02:21:38,66.77,123.37,47.75,83,89,14.52
256,Laguna,US,2020-09-06 02:17:05,38.42,-121.42,98.6,34,1,2.46
257,Vredendal,ZA,2020-09-06 02:21:38,-31.67,18.5,50.59,89,0,2.48
258,Nanakuli,US,2020-09-06 02:21:38,21.39,-158.15,89.6,33,1,11.41
259,Chapais,CA,2020-09-06 02:21:39,49.78,-74.85,44.6,93,1,5.82
260,Nara,JP,2020-09-06 02:21:39,34.69,135.8,88.0,70,75,5.82
261,Westport,US,2020-09-06 02:21:39,41.14,-73.36,73.4,56,1,16.11
262,Waingapu,ID,2020-09-06 02:21:40,-9.66,120.26,86.52,46,5,12.59
263,Leh,IN,2020-09-06 02:21:40,34.17,77.58,52.77,57,100,5.23
264,Rafai,CF,2020-09-06 02:21:40,4.95,23.92,67.12,98,100,2.59
265,Kalengwa,ZM,2020-09-06 02:21:40,-13.47,25.0,50.79,52,0,4.74
266,Mysliborz,PL,2020-09-06 02:21:41,52.92,14.87,52.0,99,18,3.0
267,Tono,JP,2020-09-06 02:21:41,39.32,141.53,77.0,78,75,5.82
268,Uige,AO,2020-09-06 02:21:41,-7.61,15.06,68.9,88,100,3.56
269,Sola,VU,2020-09-06 02:21:42,-13.88,167.55,79.2,79,46,21.5
270,Severnyy-Kospashskiy,RU,2020-09-06 02:21:42,59.09,57.8,43.0,100,28,1.63
271,Portland,US,2020-09-06 02:08:59,45.52,-122.68,75.2,44,20,9.17
272,Qandala,SO,2020-09-06 02:21:42,11.47,49.87,85.41,65,87,2.93
273,Chuy,UY,2020-09-06 02:21:43,-33.7,-53.46,49.95,83,12,9.48
274,Kirakira,SB,2020-09-06 02:21:43,-10.45,161.92,80.38,84,100,15.19
275,Samarai,PG,2020-09-06 02:21:43,-10.62,150.67,79.32,85,71,12.86
276,Tautira,PF,2020-09-06 02:21:44,-17.73,-149.15,82.4,65,40,16.11
277,Menongue,AO,2020-09-06 02:21:44,-14.66,17.69,56.08,42,1,3.96
278,Yola,NG,2020-09-06 02:21:44,9.2,12.48,74.23,85,70,6.62
279,Kyshtovka,RU,2020-09-06 02:21:44,56.55,76.63,43.77,94,100,7.81
280,Phetchaburi,TH,2020-09-06 02:21:45,12.97,99.58,84.2,74,20,3.36
281,Asau,RO,2020-09-06 02:21:45,46.43,26.4,55.0,92,0,3.89
282,Dafeng,CN,2020-09-06 02:21:45,23.45,108.59,85.82,66,100,6.06
283,Smithers,CA,2020-09-06 02:21:46,54.78,-127.17,55.4,93,90,5.82
284,Tonj,SS,2020-09-06 02:21:46,7.27,28.68,71.17,94,100,3.78
285,Salalah,OM,2020-09-06 02:19:37,17.02,54.09,78.8,83,75,4.7
286,Manacapuru,BR,2020-09-06 02:21:46,-3.3,-60.62,78.8,78,9,1.12
287,Jinchang,CN,2020-09-06 02:21:47,38.5,102.17,72.37,29,93,0.51
288,Shelburne,CA,2020-09-06 02:21:47,44.08,-80.2,55.0,81,20,3.36
289,Denpasar,ID,2020-09-06 02:21:47,-8.65,115.22,80.6,83,75,8.05
290,Luan,CH,2020-09-06 02:21:47,46.36,6.98,60.8,72,25,1.19
291,Markovo,RU,2020-09-06 02:21:48,57.32,107.09,53.47,76,100,8.41
292,Ketchikan,US,2020-09-06 02:21:48,55.34,-131.65,57.2,93,90,5.82
293,Rawson,AR,2020-09-06 02:21:48,-43.3,-65.1,51.69,45,97,14.07
294,Amahai,ID,2020-09-06 02:21:49,-3.33,128.92,81.37,80,38,11.88
295,Itarema,BR,2020-09-06 02:21:49,-2.92,-39.92,78.1,79,2,19.42
296,Nome,US,2020-09-06 02:19:35,64.5,-165.41,50.0,66,75,10.29
297,Zarcero,CR,2020-09-06 02:21:49,10.19,-84.39,71.6,100,75,3.36
298,Tromso,NO,2020-09-06 02:21:11,69.65,18.96,48.2,93,75,11.41
299,Moerai,PF,2020-09-06 02:21:50,-22.43,-151.33,75.56,88,100,11.95
300,Beloha,MG,2020-09-06 02:21:50,-25.17,45.05,61.39,78,9,12.35
301,Kenai,US,2020-09-06 02:19:54,60.55,-151.26,60.8,51,1,8.05
302,Roald,NO,2020-09-06 02:21:50,62.58,6.13,51.8,76,92,6.93
303,Saint-Claude,FR,2020-09-06 02:21:51,46.5,5.83,64.0,92,11,3.65
304,Khandyga,RU,2020-09-06 02:21:51,62.67,135.6,56.77,81,85,0.47
305,Skibbereen,IE,2020-09-06 02:21:51,51.55,-9.27,53.6,100,40,9.17
306,Cizre,TR,2020-09-06 02:21:52,37.33,42.19,80.19,18,0,0.94
307,Pierre,US,2020-09-06 02:21:52,44.37,-100.35,78.01,60,1,18.34
308,Pedasi,PA,2020-09-06 02:21:52,7.53,-80.03,80.13,84,22,6.06
309,Warmbad,NA,2020-09-06 02:21:52,-28.45,18.73,49.01,82,0,5.12
